Date,Equity Zone,Age Group,Race/Ethnicity,Population Size,1st Dose,1st Dose Percent,Vaccine Series Completed,Vaccine Series Completed Percent,Bivalent,Bivalent Percent,Region Centroid
10/23/21,Southwest,18 to 64,"Asian, Non-Latinx",22745,20350,0.895,19655,0.864,0,0,POINT (-87.705979159982 41.792526208483)
10/23/21,Northwest,All Ages,"White, Non-Latinx",256179,153806,0.6,147170,0.574,0,0,POINT (-87.7868284 41.9626701)
10/23/21,North/Central,All Ages,"White, Non-Latinx",379225,267140,0.704,252759,0.667,0,0,POINT (-87.660389127992 41.947213716152)
10/23/21,Far South,65 and Older,"White, Non-Latinx",9145,6638,0.726,6415,0.701,0,0,POINT (-87.606506619729 41.692376500251)
10/23/21,Northwest,18 to 64,"Asian, Non-Latinx",26912,19844,0.737,18946,0.704,0,0,POINT (-87.7868284 41.9626701)
10/23/21,Far South,All Ages,"White, Non-Latinx",43034,25975,0.604,24766,0.575,0,0,POINT (-87.606506619729 41.692376500251)
10/23/21,Southwest,All Ages,"Other, Non-Latinx",4704,7680,0.99,6682,0.99,0,0,POINT (-87.705979159982 41.792526208483)
10/23/21,West,65 and Older,"Black, Non-Latinx",25184,16127,0.64,15069,0.598,0,0,POINT (-87.708185821836 41.876968553057)
10/23/21,Southwest,65 and Older,"Other, Non-Latinx",277,788,0.99,729,0.99,0,0,POINT (-87.705979159982 41.792526208483)
10/23/21,Southwest,All Ages,Latinx,245743,151953,0.618,143224,0.583,0,0,POINT (-87.705979159982 41.792526208483)
10/23/21,West,0 to 17,All Race/ Ethnicity Groups,97816,18447,0.189,16066,0.164,0,0,POINT (-87.708185821836 41.876968553057)
10/23/21,Far South,All Ages,Latinx,39142,19144,0.489,17554,0.448,0,0,POINT (-87.606506619729 41.692376500251)
10/23/21,North/Central,65 and Older,"Black, Non-Latinx",7120,7429,0.99,7004,0.984,0,0,POINT (-87.660389127992 41.947213716152)
10/23/21,West,0 to 17,"White, Non-Latinx",11462,1723,0.15,1552,0.135,0,0,POINT (-87.708185821836 41.876968553057)
10/23/21,Southwest,18 to 64,"Other, Non-Latinx",3192,6255,0.99,5413,0.99,0,0,POINT (-87.705979159982 41.792526208483)
10/23/21,North/Central,18 to 64,Latinx,57894,46646,0.806,41973,0.725,0,0,POINT (-87.660389127992 41.947213716152)
10/23/21,Northwest,65 and Older,All Race/ Ethnicity Groups,72675,57176,0.787,54628,0.752,0,0,POINT (-87.7868284 41.9626701)
10/23/21,Far South,0 to 17,"Asian, Non-Latinx",156,30,0.192,24,0.154,0,0,POINT (-87.606506619729 41.692376500251)
10/23/21,Northwest,All Ages,"Asian, Non-Latinx",41432,26650,0.643,25434,0.614,0,0,POINT (-87.7868284 41.9626701)
10/23/21,Southwest,All Ages,"White, Non-Latinx",63040,39351,0.624,37412,0.593,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,West,65 and Older,"Other, Non-Latinx",227,1007,0.99,862,0.99,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Southwest,18 to 64,"Other, Non-Latinx",3192,6293,0.99,5500,0.99,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Northwest,All Ages,"Asian, Non-Latinx",41432,26730,0.645,25501,0.615,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Southwest,0 to 17,"Other, Non-Latinx",1235,639,0.517,545,0.441,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Far South,All Ages,"White, Non-Latinx",43034,26105,0.607,24881,0.578,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,West,65 and Older,Latinx,16558,10950,0.661,10412,0.629,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Southwest,0 to 17,Latinx,74891,19920,0.266,18297,0.244,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Northwest,18 to 64,Latinx,155519,110568,0.711,103287,0.664,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Northwest,0 to 17,"Asian, Non-Latinx",6758,1778,0.263,1681,0.249,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Southwest,All Ages,"Black, Non-Latinx",56603,26626,0.47,24259,0.429,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,West,All Ages,"Black, Non-Latinx",185601,78292,0.422,69607,0.375,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Northwest,65 and Older,"White, Non-Latinx",43170,29941,0.694,28879,0.669,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Far South,18 to 64,"Black, Non-Latinx",88499,45987,0.52,41257,0.466,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,North/Central,All Ages,"Black, Non-Latinx",65213,44291,0.679,40756,0.625,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Northwest,18 to 64,"White, Non-Latinx",173364,116847,0.674,111697,0.644,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Near South,18 to 64,"Black, Non-Latinx",184196,97236,0.528,86506,0.47,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Northwest,All Ages,"White, Non-Latinx",256179,154401,0.603,147661,0.576,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Southwest,65 and Older,"White, Non-Latinx",17417,10461,0.601,10104,0.58,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,West,65 and Older,"Asian, Non-Latinx",526,606,0.99,561,0.99,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,West,18 to 64,"Other, Non-Latinx",1487,9255,0.99,8055,0.99,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,West,18 to 64,"Black, Non-Latinx",117331,57142,0.487,50344,0.429,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,North/Central,0 to 17,"Asian, Non-Latinx",11255,2649,0.235,2418,0.215,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,North/Central,All Ages,"Asian, Non-Latinx",72500,57265,0.79,53737,0.741,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,North/Central,65 and Older,"Other, Non-Latinx",140,1949,0.99,1662,0.99,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Near South,65 and Older,All Race/ Ethnicity Groups,55945,42467,0.759,39807,0.712,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Northwest,65 and Older,"Asian, Non-Latinx",7763,5043,0.65,4818,0.621,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Southwest,All Ages,Latinx,245743,152595,0.621,144095,0.586,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Near South,18 to 64,"Asian, Non-Latinx",7175,6480,0.903,5866,0.818,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Far South,65 and Older,"Asian, Non-Latinx",71,78,0.99,74,0.99,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,West,18 to 64,"White, Non-Latinx",90622,65332,0.721,61960,0.684,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,North/Central,0 to 17,"Black, Non-Latinx",13125,2386,0.182,2080,0.158,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,West,All Ages,All Race/ Ethnicity Groups,472913,282108,0.597,259204,0.548,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,West,65 and Older,"Black, Non-Latinx",25184,16166,0.642,15127,0.601,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Southwest,0 to 17,"White, Non-Latinx",6820,1585,0.232,1473,0.216,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,North/Central,18 to 64,"Asian, Non-Latinx",53585,47170,0.88,44246,0.826,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Near South,0 to 17,"White, Non-Latinx",2875,765,0.266,704,0.245,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Northwest,18 to 64,"Asian, Non-Latinx",26912,19908,0.74,19002,0.706,0,0,POINT (-87.7868284 41.9626701)
10/30/21,West,18 to 64,All Race/ Ethnicity Groups,325796,227965,0.7,209678,0.644,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,West,All Ages,Latinx,156226,96030,0.615,89336,0.572,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Far South,All Ages,Latinx,39142,19217,0.491,17675,0.452,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Near South,18 to 64,"Other, Non-Latinx",647,4860,0.99,3942,0.99,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Near South,0 to 17,"Black, Non-Latinx",70957,8247,0.116,6946,0.098,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Northwest,18 to 64,All Race/ Ethnicity Groups,372392,283341,0.761,266376,0.715,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Near South,65 and Older,Latinx,1748,1279,0.732,1191,0.681,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Northwest,65 and Older,Latinx,19879,16725,0.841,15963,0.803,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Near South,0 to 17,Latinx,6109,1454,0.238,1268,0.208,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Near South,All Ages,"Other, Non-Latinx",923,5876,0.99,4814,0.99,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Northwest,All Ages,"Other, Non-Latinx",3430,16851,0.99,14947,0.99,0,0,POINT (-87.7868284 41.9626701)
10/30/21,North/Central,0 to 17,"Other, Non-Latinx",698,1224,0.99,911,0.99,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Far South,0 to 17,Latinx,12168,2354,0.193,2099,0.173,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Near South,65 and Older,"White, Non-Latinx",3391,3010,0.888,2867,0.845,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,West,0 to 17,All Race/ Ethnicity Groups,97816,18572,0.19,16295,0.167,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,West,18 to 64,Latinx,98810,74412,0.753,69317,0.702,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Southwest,All Ages,All Race/ Ethnicity Groups,405548,260067,0.641,244559,0.603,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Far South,65 and Older,All Race/ Ethnicity Groups,38312,30801,0.804,29110,0.76,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,West,0 to 17,"Other, Non-Latinx",324,571,0.99,452,0.99,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,North/Central,65 and Older,"White, Non-Latinx",46701,41666,0.892,38980,0.835,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Far South,65 and Older,"Other, Non-Latinx",81,616,0.99,552,0.99,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Northwest,65 and Older,"Other, Non-Latinx",274,1950,0.99,1762,0.99,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Far South,18 to 64,Latinx,23501,14299,0.608,13157,0.56,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,North/Central,18 to 64,"Black, Non-Latinx",44968,34435,0.766,31637,0.704,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,West,65 and Older,All Race/ Ethnicity Groups,49302,35567,0.721,33231,0.674,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,West,0 to 17,"Black, Non-Latinx",43085,4981,0.116,4136,0.096,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Far South,0 to 17,"Black, Non-Latinx",32655,4639,0.142,3946,0.121,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,North/Central,0 to 17,Latinx,16387,4804,0.293,3665,0.224,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Southwest,65 and Older,"Asian, Non-Latinx",6059,5007,0.826,4818,0.795,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Far South,0 to 17,"White, Non-Latinx",8221,1750,0.213,1629,0.198,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Southwest,All Ages,"White, Non-Latinx",63040,39498,0.627,37605,0.597,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,North/Central,18 to 64,"Other, Non-Latinx",1719,17743,0.99,15460,0.99,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Northwest,18 to 64,"Other, Non-Latinx",2299,13813,0.99,12251,0.99,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Near South,All Ages,"Black, Non-Latinx",305264,141082,0.462,126941,0.416,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Southwest,65 and Older,"Other, Non-Latinx",277,796,0.99,734,0.99,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Northwest,0 to 17,"White, Non-Latinx",39645,7611,0.192,7083,0.179,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Far South,0 to 17,All Race/ Ethnicity Groups,53396,9238,0.173,8078,0.151,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,North/Central,0 to 17,All Race/ Ethnicity Groups,86087,21481,0.25,18437,0.214,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Far South,All Ages,"Black, Non-Latinx",146697,70295,0.479,63776,0.435,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Southwest,18 to 64,Latinx,152226,118860,0.781,112544,0.739,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Southwest,18 to 64,"Asian, Non-Latinx",22745,20375,0.896,19689,0.866,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Far South,18 to 64,"Asian, Non-Latinx",758,311,0.41,296,0.391,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,North/Central,All Ages,Latinx,80312,57685,0.718,51321,0.639,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,North/Central,65 and Older,"Asian, Non-Latinx",7659,7446,0.972,7073,0.923,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Southwest,All Ages,"Asian, Non-Latinx",35459,27481,0.775,26524,0.748,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Near South,0 to 17,"Asian, Non-Latinx",694,178,0.256,166,0.239,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,North/Central,All Ages,"White, Non-Latinx",379225,268612,0.708,253393,0.668,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Southwest,0 to 17,"Black, Non-Latinx",12260,1688,0.138,1471,0.12,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Southwest,18 to 64,All Race/ Ethnicity Groups,251526,196763,0.782,185126,0.736,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Near South,65 and Older,"Asian, Non-Latinx",642,404,0.629,387,0.603,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Far South,18 to 64,All Race/ Ethnicity Groups,138734,83728,0.604,76089,0.548,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Southwest,All Ages,"Other, Non-Latinx",4704,7728,0.99,6779,0.99,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Near South,65 and Older,"Black, Non-Latinx",50111,35595,0.71,33488,0.668,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Southwest,18 to 64,"White, Non-Latinx",38804,27452,0.707,26028,0.671,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Near South,All Ages,All Race/ Ethnicity Groups,358977,188576,0.525,169669,0.473,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Near South,All Ages,Latinx,20272,12513,0.617,11379,0.561,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Northwest,0 to 17,All Race/ Ethnicity Groups,118084,27968,0.237,25631,0.217,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Southwest,65 and Older,All Race/ Ethnicity Groups,52163,37107,0.711,35409,0.679,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Near South,18 to 64,"White, Non-Latinx",17741,11845,0.668,11047,0.623,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,West,18 to 64,"Asian, Non-Latinx",17546,12931,0.737,12205,0.696,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Southwest,65 and Older,Latinx,18626,13815,0.742,13254,0.712,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Northwest,All Ages,"Black, Non-Latinx",20588,10415,0.506,9582,0.465,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Near South,0 to 17,All Race/ Ethnicity Groups,80858,11130,0.138,9486,0.117,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,West,0 to 17,"Asian, Non-Latinx",2087,358,0.172,325,0.156,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Far South,65 and Older,"Black, Non-Latinx",25543,19666,0.77,18573,0.727,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Northwest,All Ages,Latinx,241523,143342,0.593,133932,0.555,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Northwest,0 to 17,"Black, Non-Latinx",4701,711,0.151,617,0.131,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Northwest,0 to 17,Latinx,66125,16048,0.243,14682,0.222,0,0,POINT (-87.7868284 41.9626701)
10/30/21,North/Central,18 to 64,"White, Non-Latinx",287902,217318,0.755,205668,0.714,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Near South,18 to 64,Latinx,12415,9780,0.788,8920,0.718,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,North/Central,18 to 64,Latinx,57894,46987,0.812,42194,0.729,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Far South,65 and Older,Latinx,3472,2564,0.738,2419,0.697,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Northwest,18 to 64,"Black, Non-Latinx",14298,8600,0.601,7937,0.555,0,0,POINT (-87.7868284 41.9626701)
10/30/21,North/Central,65 and Older,Latinx,6031,5894,0.977,5462,0.906,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,North/Central,0 to 17,"White, Non-Latinx",44622,9624,0.216,8744,0.196,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Far South,18 to 64,"White, Non-Latinx",25668,17683,0.689,16817,0.655,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Southwest,0 to 17,"Asian, Non-Latinx",6654,2099,0.315,2017,0.303,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,North/Central,65 and Older,"Black, Non-Latinx",7120,7466,0.99,7038,0.988,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,North/Central,All Ages,All Race/ Ethnicity Groups,599806,470043,0.784,436130,0.727,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Far South,All Ages,"Other, Non-Latinx",585,3562,0.99,2921,0.99,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,North/Central,18 to 64,All Race/ Ethnicity Groups,446068,382313,0.857,355999,0.798,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Northwest,65 and Older,"Black, Non-Latinx",1589,1103,0.694,1028,0.647,0,0,POINT (-87.7868284 41.9626701)
10/30/21,North/Central,65 and Older,All Race/ Ethnicity Groups,67651,66237,0.979,61691,0.912,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,West,0 to 17,Latinx,40858,10668,0.261,9607,0.235,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Near South,0 to 17,"Other, Non-Latinx",223,311,0.99,263,0.99,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Far South,All Ages,"Asian, Non-Latinx",984,419,0.426,394,0.4,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,West,All Ages,"Other, Non-Latinx",2038,10833,0.99,9369,0.99,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Northwest,0 to 17,"Other, Non-Latinx",856,1088,0.99,934,0.99,0,0,POINT (-87.7868284 41.9626701)
10/30/21,Southwest,65 and Older,"Black, Non-Latinx",9784,5842,0.597,5475,0.56,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Far South,All Ages,All Race/ Ethnicity Groups,230442,123770,0.537,113277,0.492,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Near South,All Ages,"Asian, Non-Latinx",8511,7062,0.83,6419,0.754,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,West,All Ages,"Asian, Non-Latinx",20159,13896,0.689,13091,0.649,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,West,0 to 17,"White, Non-Latinx",11462,1727,0.151,1565,0.137,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,North/Central,All Ages,"Other, Non-Latinx",2557,20917,0.99,18033,0.99,0,0,POINT (-87.660389127992 41.947213716152)
10/30/21,Far South,65 and Older,"White, Non-Latinx",9145,6672,0.73,6435,0.704,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Far South,0 to 17,"Other, Non-Latinx",196,312,0.99,251,0.99,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Near South,18 to 64,All Race/ Ethnicity Groups,222173,134974,0.608,120375,0.542,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,West,All Ages,"White, Non-Latinx",108889,72495,0.666,68628,0.63,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Northwest,All Ages,All Race/ Ethnicity Groups,563152,368721,0.655,346781,0.616,0,0,POINT (-87.7868284 41.9626701)
10/30/21,West,65 and Older,"White, Non-Latinx",6806,5436,0.799,5103,0.75,0,0,POINT (-87.708185821836 41.876968553057)
10/30/21,Southwest,0 to 17,All Race/ Ethnicity Groups,101860,26197,0.257,24024,0.236,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Far South,18 to 64,"Other, Non-Latinx",308,2634,0.99,2118,0.99,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Far South,0 to 17,"Asian, Non-Latinx",156,30,0.192,24,0.154,0,0,POINT (-87.606506619729 41.692376500251)
10/30/21,Southwest,18 to 64,"Black, Non-Latinx",34560,19096,0.553,17313,0.501,0,0,POINT (-87.705979159982 41.792526208483)
10/30/21,Near South,All Ages,"White, Non-Latinx",24007,15620,0.651,14618,0.609,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Near South,65 and Older,"Other, Non-Latinx",53,705,0.99,609,0.99,0,0,POINT (-87.613866077747 41.77153043546)
10/30/21,Northwest,65 and Older,All Race/ Ethnicity Groups,72675,57404,0.79,54770,0.754,0,0,POINT (-87.7868284 41.9626701)
11/6/21,Southwest,All Ages,All Race/ Ethnicity Groups,405548,261621,0.645,245910,0.606,0,0,POINT (-87.705979159982 41.792526208483)
11/6/21,Northwest,65 and Older,"Other, Non-Latinx",274,1969,0.99,1771,0.99,0,0,POINT (-87.7868284 41.9626701)
11/6/21,Southwest,65 and Older,"Black, Non-Latinx",9784,5860,0.599,5501,0.562,0,0,POINT (-87.705979159982 41.792526208483)
11/6/21,North/Central,All Ages,"White, Non-Latinx",379225,272215,0.718,254046,0.67,0,0,POINT (-87.660389127992 41.947213716152)
11/6/21,Southwest,All Ages,"White, Non-Latinx",63040,39696,0.63,37797,0.6,0,0,POINT (-87.705979159982 41.792526208483)
11/6/21,Far South,18 to 64,"White, Non-Latinx",25668,17731,0.691,16905,0.659,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,North/Central,All Ages,"Asian, Non-Latinx",72500,57790,0.797,53916,0.744,0,0,POINT (-87.660389127992 41.947213716152)
11/6/21,Northwest,65 and Older,Latinx,19879,16789,0.845,16028,0.806,0,0,POINT (-87.7868284 41.9626701)
11/6/21,Northwest,0 to 17,Latinx,66125,16381,0.248,14808,0.224,0,0,POINT (-87.7868284 41.9626701)
11/6/21,Far South,65 and Older,"Other, Non-Latinx",81,618,0.99,556,0.99,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,Far South,All Ages,"White, Non-Latinx",43034,26280,0.611,24982,0.581,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,Southwest,18 to 64,All Race/ Ethnicity Groups,251526,197635,0.786,186183,0.74,0,0,POINT (-87.705979159982 41.792526208483)
11/6/21,Southwest,All Ages,Latinx,245743,153533,0.625,144829,0.589,0,0,POINT (-87.705979159982 41.792526208483)
11/6/21,North/Central,0 to 17,"Asian, Non-Latinx",11255,2880,0.256,2442,0.217,0,0,POINT (-87.660389127992 41.947213716152)
11/6/21,West,0 to 17,"White, Non-Latinx",11462,1977,0.172,1574,0.137,0,0,POINT (-87.708185821836 41.876968553057)
11/6/21,Far South,18 to 64,"Black, Non-Latinx",88499,46353,0.524,41769,0.472,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,Far South,18 to 64,Latinx,23501,14360,0.611,13248,0.564,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,West,65 and Older,"Other, Non-Latinx",227,1015,0.99,876,0.99,0,0,POINT (-87.708185821836 41.876968553057)
11/6/21,Northwest,65 and Older,"Asian, Non-Latinx",7763,5068,0.653,4854,0.625,0,0,POINT (-87.7868284 41.9626701)
11/6/21,Far South,18 to 64,"Asian, Non-Latinx",758,311,0.41,299,0.394,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,Northwest,All Ages,"Black, Non-Latinx",20588,10517,0.511,9667,0.47,0,0,POINT (-87.7868284 41.9626701)
11/6/21,North/Central,All Ages,All Race/ Ethnicity Groups,599806,475833,0.793,437657,0.73,0,0,POINT (-87.660389127992 41.947213716152)
11/6/21,North/Central,18 to 64,All Race/ Ethnicity Groups,446068,384759,0.863,357216,0.801,0,0,POINT (-87.660389127992 41.947213716152)
11/6/21,Far South,All Ages,Latinx,39142,19361,0.495,17798,0.455,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,Near South,18 to 64,"Asian, Non-Latinx",7175,6527,0.91,5907,0.823,0,0,POINT (-87.613866077747 41.77153043546)
11/6/21,West,18 to 64,"Other, Non-Latinx",1487,9310,0.99,8131,0.99,0,0,POINT (-87.708185821836 41.876968553057)
11/6/21,Near South,0 to 17,"Asian, Non-Latinx",694,194,0.28,167,0.241,0,0,POINT (-87.613866077747 41.77153043546)
11/6/21,Far South,0 to 17,Latinx,12168,2426,0.199,2122,0.174,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,North/Central,18 to 64,"White, Non-Latinx",287902,218540,0.759,206190,0.716,0,0,POINT (-87.660389127992 41.947213716152)
11/6/21,Far South,18 to 64,"Other, Non-Latinx",308,2659,0.99,2170,0.99,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,West,65 and Older,"Black, Non-Latinx",25184,16225,0.644,15204,0.604,0,0,POINT (-87.708185821836 41.876968553057)
11/6/21,Southwest,0 to 17,"Black, Non-Latinx",12260,1719,0.14,1491,0.122,0,0,POINT (-87.705979159982 41.792526208483)
11/6/21,Far South,0 to 17,"Black, Non-Latinx",32655,4776,0.146,4018,0.123,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,North/Central,0 to 17,Latinx,16387,5043,0.308,3688,0.225,0,0,POINT (-87.660389127992 41.947213716152)
11/6/21,Southwest,0 to 17,"White, Non-Latinx",6820,1636,0.24,1488,0.218,0,0,POINT (-87.705979159982 41.792526208483)
11/6/21,Southwest,65 and Older,All Race/ Ethnicity Groups,52163,37223,0.714,35519,0.681,0,0,POINT (-87.705979159982 41.792526208483)
11/6/21,West,65 and Older,"Asian, Non-Latinx",526,609,0.99,571,0.99,0,0,POINT (-87.708185821836 41.876968553057)
11/6/21,West,0 to 17,"Asian, Non-Latinx",2087,436,0.209,326,0.156,0,0,POINT (-87.708185821836 41.876968553057)
11/6/21,Near South,0 to 17,"Other, Non-Latinx",223,326,0.99,268,0.99,0,0,POINT (-87.613866077747 41.77153043546)
11/6/21,West,All Ages,Latinx,156226,96610,0.618,89807,0.575,0,0,POINT (-87.708185821836 41.876968553057)
11/6/21,Far South,65 and Older,All Race/ Ethnicity Groups,38312,30906,0.807,29213,0.763,0,0,POINT (-87.606506619729 41.692376500251)
11/6/21,Northwest,18 to 64,"White, Non-Latinx",173364,117330,0.677,112130,0.647,0,0,POINT (-87.7868284 41.9626701)
